Year,Lobbyist Name,Principal,Lobbyist’s Firm,Additional Lobbyists,Lobbying Matter,First Half (Jan1 – June 30),Second Half (July1 – DEC 31),Reference URL for First Half,Reference URL for Second Half
2015,William Kominers,The Duffie Companies,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",0.00,5944.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=526,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=526
2017,William Kominers,United Therapeutics Corporation,"Lerch, Early & Brewer, Chtd.",Susan M. Reutershan,"Zoning, master plans, and general land use matters.",19773.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=797,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=797
2023,Ronald J. Halber,Jewish Community Relations Council Of Greater Wash,JCRC of Greater Washington,,matters related to the Jewish community,1883.00,1478.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2747,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2747
2015,Laurence Levitan,Martin's Caterers,"Rifkin Weiner Livingston Levitan and Silver, LLC",,To preserve and protect the client's interests in regard to opening a Martin's Caterers in Montgomery County.,125.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=379,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=379
2017,Steven A. Robins,Lantian Development,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",248.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=809,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=809
2020,Scott C. Wallace,Oakwood Properties,Linowes and Blocher LLP,,Germantown Sector Plan,1000.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2343,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2343
2018,Steven A. Silverman,SBIR/STTR Coalition,"SSGovRelations, LLC",,SBIR MATCH LEGISLATION.,3000.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2072,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2072
2013,Emily J. Vaias,Washington Gas Light Company,Linowes and Blocher LLP,Philip A. Hummel,Zoning Rewrite ZTA 13-04 and DMA-G-956,0.00,13478.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=138,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=138
2013,Patrick O'Neil,"ByteGrid Silver Spring, LLC","Lerch, Early & Brewer, Chartered","Robert G. Brewer, Jr.",Relief from County Energy Tax,2876.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=84,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=84
2016,David Winstead,White Flint Partnership,Ballard Spahr. LLP,,working on infrastructure in the White Flint sector,30000.00,30000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=610,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=610
2022,Brian A. Anleu,Apartment & Office Building Association,Real Estate Trade Association,Ryan Washington,Issues affecting commercial office and multifamily apartments and utilities,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2734,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2734
2013,Steven A. Robins,"Safeway, Inc.","Lerch, Early & Brewer, Chartered",,Zoning Text Amendment 13-06,0.00,1680.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=110,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=110
2017,Moira Moynihan,"Clark Office Building, LLC","Alexander & Cleaver, P.A.",,"All executive and legislative branch matters affecting procurement, construction and construction projects.",3516.00,500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=823,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=823
2018,Stephen Z. Kaufman,Gables Residential,Linowes and Blocher LLP,"Heather Dlhoposky, Erin Girard","Cloverleaf Zoning Approvals.,Gables Residential VOB Properties/White Flint Master Plan",550.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2124,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2124
2020,Ashlie Bagwell,"Nonprofit Montgomery, Inc.",Harris Jones & Malone,,policy and budget matters,4050.00,1000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2312,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2312
2013,Ellen Coren Bogage,"Landmark Realty, Inc.",Chesapeake Public Strategies,,Chevy Chase Lake Sector Plan,9000.00,3075.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=88,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=88
2014,Emily J. Vaias,Edgewood Inn LLC,Linowes and Blocher LLP,Samantha Mazo,Zoning Rewrite ZTA 13-04/DMA G-956,1560.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=290,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=290
2015,"Kerry R. Watson, Jr.",Abengoa Bioenergy,"Alexander & Cleaver, P.A.",,Procurement and development.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=521,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=521
2024,Melvin R. Thompson,Restaurant Association of Maryland,Restaurant Association of Maryland,,"Restaurant, Foodservice & Hospitality Issues",800.00,400.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2923,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2923
2017,"Lawrence A. Shulman, Esq.","Corvias Solutions, LLC","Shulman, Rogers, Gandal, Pordy & Ecker, P.A.",,Understand the needs of Montgomery County Government in order to respond to possible storm water and infrastructure needs through a P3.,3211.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=870,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=870
2015,Sean Malone,The Gordian Group,Harris Jones & Malone,,Any matters related to contracting services,2000.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=475,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=475
2016,Emily J. Vaias,The Donohoe Companies,Ballard Spahr LLP,,Bethesda Master Plan,4463.00,6987.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=662,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=662
2023,Stephanie Anderson,One Fair Wage,"O'Malley, Miles, Nylen & Gilmore, P.A.",,Enact legislation to eliminate subminimum wage for tipped workers,1400.00,2800.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2844,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2844
2013,William Kominers,"Finmarc Management, Inc.","Lerch, Early & Brewer, Chartered",,Zoning Text Amendment No. 13-05,0.00,7788.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=108,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=108
2020,Soo Lee-Cho,Travilah Oak LLC,"Miller, Miller & Canby",,Requesting S-6 (multi-use onsite septic) to S-3 (public sewer) to support redevelopment of the existing shopping center.,0.00,4335.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2647,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2647
2016,Steven Silverman,"FIVE MILE CAPITAL II LAKE FOREST SPE,LLC","SSGOVRELATIONS,LLC",,Real estate matters,16667.00,24500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=658,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=658
2024,Ashlie Bagwell,"Swimply, Inc.",Harris Jones & Malone,,Any and all matters as it pertains to business regulations for the pool rental marketplace,7000.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2912,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2912
2023,Jon Doe,Test Case,widgets,,Widgets for everyone.,5766.00,400.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2999,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2999
2025,"Robert G. Brewer, Jr.","Adventist HealthCare, Inc.","Lerch, Early & Brewer, Chtd.",,"Regulatory activities affecting Takoma Park Master Plan Amendment, Shady Grove Life Sciences Center & Shady Grove Medical Center, White Oak Medical Center, and Great Seneca Science Corridor Master Plan.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3094,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3094
2013,Ashlie Bagwell,Verizon Communications,Harris Jones & Malone,,All matters related to the telecommunications industry,0.00,2000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=147,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=147
2016,Heather Dlhopolsky,Bradford Place LLC,Linowes and Blocher LLP,,Greater Lyttonsville Sector Plan,193.00,1155.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=714,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=714
2013,Stephen P. Elmendorf,"Percontee, Inc.","Linowes and Blocher, LLP",,East County Master Plan,199345.00,203094.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=119,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=119
2021,Francoise M. Carrier,Nichols Development Company,"Bregman, Berbert, Schwartz & Gilday, LLC",,Ashton Village Center Sector Plan,7820.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2528,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2528
2019,Ashlie Bagwell,Wonders Child Care,Harris Jones & Malone,,Any and all matters related to the child care industry,9000.00,9000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2198,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2198
2015,Barbara A. Sears,Bethesda Land LLC,Linowes and Blocher LLP,,Bethesda Property,0.00,1250.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=503,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=503
2018,Christopher M. Ruhlen,"Topgolf Germantown USA, LLC","Lerch, Early & Brewer, Chtd.",,"Bill 8-18, Streets & Roads � Storm Drainage Right-of-Way � Abandonments.",1250.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2109,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2109
2015,ERICA A. LEATHAM,MONUMENT REALTY,BALLARD SPAHR LLP,RAQUEL D. MONTENEGRO,Re-development of the Montgomery Village Golf Course,0.00,10689.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=409,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=409
2015,Diane E. Feuerherd,Minkoff Development Corporation,"Miller, Miller & Canby",James L. Thompson,"Review of, and Amendments to, the Water Quality Protection Charge",7395.00,1100.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=433,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=433
2021,Laura Ann McCoy,Baltimore Gas and Electric Company,Baltimore Gas and Electric Company,,"All legislative and executive actions regarding electric and gas public utilities, energy, and energy related products.",1709.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2456,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2456
