File Number,Date,Source,Allegation,Status,Finding,Case Status
17-0040,02/09/2017,External,Conformance to Law,Completed,Corrective Action Taken,
17-0061,03/06/2017,External,Courtesy,Completed,No Corrective Action Tak,
17-0005,01/17/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0066,03/07/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0300,12/06/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0186,08/16/2016,External,Soliciting/Endorsements,Completed,Sustained,
16-0129,06/06/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
17-0083,04/12/2017,External,Abuse of Process,Completed,No Corrective Action Tak,
16-0248,10/17/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
16-0248,10/17/2016,External,Conduct Unbecoming,Completed,Sustained,
16-0058,03/11/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
17-0098,05/01/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
16-0058,03/11/2016,Internal,Courtesy,Completed,Sustained,
16-0303,12/06/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0087,04/12/2017,External,Discrimination/Harassment,Completed,No Corrective Action Tak,
17-0107,05/04/2017,External,Abuse of Authority,Completed,No Corrective Action Tak,
17-0103,05/03/2017,External,Courtesy,Completed,No Corrective Action Tak,
17-0068,03/10/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0075,03/28/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0077,04/06/2017,External,Courtesy,Completed,Corrective Action Taken,
17-0081,04/11/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
23-0069,04/19/2023,Internal,Att to Duty/Use Alch-Drugs,Active,,Trial Board
17-0104,05/03/2017,External,Property,Completed,No Corrective Action Tak,
16-0332,01/09/2017,External,Conformance to Law,Completed,No Corrective Action Tak,
17-0089,04/13/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0104,05/03/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0089,04/13/2017,External,Property,Completed,Corrective Action Taken,
17-0068,03/10/2017,External,Conduct Unbecoming,Completed,Corrective Action Taken,
17-0092,04/21/2017,Internal,Carry Credent/Identification,Completed,No Corrective Action Tak,
16-0314,12/28/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0092,04/21/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0070,03/20/2017,External,Maintenance of Property,Completed,Corrective Action Taken,
17-0091,04/21/2017,External,Maintenance of Property,Completed,No Corrective Action Tak,
17-0068,03/10/2017,External,Courtesy,Completed,Corrective Action Taken,
17-0092,04/21/2017,Internal,Courtesy,Completed,Corrective Action Taken,
17-0067,03/10/2017,External,Maintenance of Property,Completed,Corrective Action Taken,
16-0222,09/19/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0222,09/19/2016,External,Conduct Unbecoming,Completed,Corrective Action Taken,
17-0064,03/06/2017,External,Conformance to Law,Completed,Corrective Action Taken,
17-0091,04/21/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0067,03/10/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0067,03/10/2017,External,Conduct Unbecoming,Completed,Corrective Action Taken,
17-0009,01/17/2017,External,Maintenance of Property,Completed,Corrective Action Taken,
17-0038,02/08/2017,External,Conformance to Law,Completed,No Corrective Action Tak,
15-0229,12/23/2015,External,Conduct Unbecoming,Completed,Administrative Closure,
21-0154,09/01/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
18-0215,11/13/2018,External,Conformance to Law,Completed,Sustained,
15-0229,12/23/2015,External,Conduct Unbecoming,Completed,Sustained,
21-0090,05/17/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
17-0123,06/02/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
16-0078,04/14/2016,Internal,Abuse of Process,Completed,Administrative Closure,
19-0092,06/10/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
16-0078,04/14/2016,Internal,Conduct Unbecoming,Completed,Administrative Closure,
17-0079,04/11/2017,Internal,Punctuality,Completed,Corrective Action Taken,
17-0106,05/04/2017,External,Abuse of Authority,Completed,No Corrective Action Tak,
17-0034,02/06/2017,Internal,Discrimination/Harassment,Completed,Administrative Closure,
17-0115,05/18/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0088,04/13/2017,External,Property,Completed,Corrective Action Taken,
19-0027,02/14/2019,External,Secondary Employment,Completed,Administrative Closure,
16-0078,04/14/2016,Internal,Conformance to Law Re: Criminal,Completed,Administrative Closure,
19-0258,12/30/2019,External,Abuse of Authority,Completed,Administrative Closure,
16-0256,10/25/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
16-0256,10/25/2016,Internal,Att to Duty/Use Alch-Drugs,Completed,Administrative Closure,
17-0141,06/13/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
17-0096,04/27/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0101,05/02/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0226,09/20/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
16-0226,09/20/2016,Internal,Conformance to Law,Completed,Sustained,
16-0226,09/20/2016,Internal,Property,Completed,Sustained,
17-0101,05/02/2017,External,Courtesy,Completed,Corrective Action Taken,
17-0052,02/21/2017,Internal,Conformance to Law,Completed,Corrective Action Taken,
17-0094,04/26/2017,External,Carry Credent/Identification,Completed,Corrective Action Taken,
17-0145,06/27/2017,External,Conformance to Law,Completed,Declined,
17-0094,04/26/2017,External,Maintenance of Property,Completed,Corrective Action Taken,
20-0108,06/15/2020,External,Conformance to Law,Completed,Administrative Closure,
16-0268,11/08/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
17-0122,06/02/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0094,04/26/2017,External,Conformance to Law,Completed,Corrective Action Taken,
17-0060,03/01/2017,Internal,Conduct Unbecoming,Completed,Administrative Closure,
17-0084,04/12/2017,External,Conformance to Law,Completed,No Corrective Action Tak,
17-0011,01/19/2017,Internal,Conformance to Law,Completed,Administrative Closure,
17-0135,06/12/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0060,03/01/2017,Internal,Discrimination/Harassment,Completed,Insufficent Evidence,
17-0026,02/06/2017,External,Courtesy,Completed,Corrective Action Taken,
17-0076,03/29/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0268,11/08/2016,Internal,Use of Force,Completed,Unfounded,
17-0144,06/26/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
17-0112,05/16/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0042,03/01/2016,External,Use of Force,Completed,Administrative Closure,
16-0042,03/01/2016,External,Abuse of Authority,Completed,Administrative Closure,
17-0136,06/12/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
16-0242,10/13/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0206,09/01/2016,External,Untruthful Statements,Completed,Administrative Closure,
16-0203,08/29/2016,External,Use of Force,Completed,Exonerated,
16-0217,09/13/2016,Internal,Punctuality,Completed,Sustained,
16-0228,09/20/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
16-0203,08/29/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
16-0203,08/29/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,
16-0203,08/29/2016,External,Courtesy,Completed,Exonerated,
17-0080,04/11/2017,Internal,Punctuality,Completed,No Corrective Action Tak,
16-0217,09/13/2016,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
16-0199,08/22/2016,External,Use of Force,Completed,Insufficent Evidence,
17-0161,07/18/2017,External,Discrimination/Harassment,Completed,Declined,
16-0199,08/22/2016,External,Use of Force,Completed,Exonerated,
17-0020,02/01/2017,Internal,Use of Force,Completed,Exonerated,
16-0199,08/22/2016,External,Courtesy,Completed,Insufficent Evidence,
21-0006,01/13/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
17-0020,02/01/2017,Internal,Conformance to Law,Completed,Exonerated,
16-0199,08/22/2016,External,Use of Force,Completed,Unfounded,
16-0199,08/22/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,
17-0137,06/13/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0151,06/30/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0131,06/12/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0118,05/22/2017,External,Conformance to Law,Completed,No Corrective Action Tak,
17-0118,05/22/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0118,05/22/2017,External,Abuse of Authority,Completed,No Corrective Action Tak,
17-0113,05/18/2017,External,Conformance to Law,Completed,Corrective Action Taken,
17-0130,06/12/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
16-0140,06/22/2016,Internal,Conformance to Law,Completed,Sustained,
17-0131,06/12/2017,External,Courtesy,Completed,No Corrective Action Tak,
17-0072,03/21/2017,Internal,Conformance to Law,Completed,Corrective Action Taken,
17-0148,06/27/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0308,12/27/2016,Internal,Conformance to Law,Completed,Sustained,
17-0121,06/02/2017,External,Carry Credent/Identification,Completed,No Corrective Action Tak,
17-0126,06/06/2017,Internal,Abuse of Process,Completed,Corrective Action Taken,
17-0134,06/12/2017,External,Courtesy,Completed,No Corrective Action Tak,
17-0134,06/12/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
16-0308,12/27/2016,Internal,Maintenance of Property,Completed,Sustained,
16-0208,09/06/2016,External,Discrimination/Harassment,Completed,Administrative Closure,
17-0121,06/02/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0154,07/11/2017,External,Conformance to Law,Completed,No Corrective Action Tak,
17-0147,06/27/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0114,05/18/2017,External,Conformance to Law,Completed,Corrective Action Taken,
16-0156,07/15/2016,External,Conformance to Law,Completed,Unfounded,
17-0147,06/27/2017,External,Conduct Unbecoming,Completed,Corrective Action Taken,
17-0165,07/24/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
16-0156,07/15/2016,External,Conduct Unbecoming,Completed,Unfounded,
17-0182,08/17/2017,External,Use of Force,Completed,Declined,
17-0157,07/13/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0164,07/24/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0119,05/30/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0147,06/27/2017,External,Conformance to Law,Completed,Corrective Action Taken,
17-0169,07/27/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0152,06/30/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0154,07/11/2017,External,Conduct Unbecoming,Completed,No Corrective Action Tak,
17-0180,08/17/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
17-0111,05/16/2017,External,Conformance to Law,Completed,No Corrective Action Tak,
17-0133,06/12/2017,External,Conformance to Law,Completed,Corrective Action Taken,
17-0147,06/27/2017,External,Courtesy,Completed,Corrective Action Taken,
16-0156,07/15/2016,External,Use of Force,Completed,Unfounded,
17-0133,06/12/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0156,07/15/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded,
17-0149,06/27/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0188,08/21/2017,External,Carry Credent/Identification,Completed,Declined,
17-0074,03/27/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
17-0192,08/23/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
17-0189,08/21/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
20-0135,08/03/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0176,08/15/2017,External,Conformance to Law,Completed,No Corrective Action Tak,
17-0158,07/14/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0132,06/12/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0190,08/21/2017,External,Conformance to Law,Completed,Declined,
17-0074,03/27/2017,Internal,Property,Completed,Administrative Closure,
17-0132,06/12/2017,External,Conformance to Law,Completed,Corrective Action Taken,
17-0171,07/28/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0203,08/30/2017,External,Abuse of Process,Completed,Declined,
19-0092,06/10/2019,External,Conduct Unbecoming,Completed,Exonerated,
17-0140,06/13/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
16-0190,08/16/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
16-0216,09/12/2016,External,Conformance to Law,Completed,Administrative Closure,
17-0146,06/27/2017,External,Abuse of Authority,Completed,No Corrective Action Tak,
17-0150,06/27/2017,Internal,Punctuality,Completed,Corrective Action Taken,
16-0009,01/12/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
17-0178,08/16/2017,External,Conformance to Law,Completed,Corrective Action Taken,
17-0110,05/16/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0201,08/30/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
17-0174,08/07/2017,External,Conformance to Law,Completed,Corrective Action Taken,
17-0214,09/14/2017,External,Conformance to Law,Completed,Declined,
16-0265,11/04/2016,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
17-0162,07/19/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0146,06/27/2017,External,Courtesy,Completed,No Corrective Action Tak,
18-0215,11/13/2018,External,Maintenance of Property,Completed,Sustained,
17-0110,05/16/2017,External,Maintenance of Property,Completed,Corrective Action Taken,
17-0163,07/24/2017,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
